_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode
{'$oid': '6000b8c3be37ce321363c6c3'},511111019701,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c3be37ce321363c6bf'}}",test brand @1610660035827,False,TEST BRANDCODE @1610660035827
{'$oid': '6000b8c3be37ce321363c6c2'},511111419693,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c3be37ce321363c6bf'}}",test brand @1610660035788,False,TEST BRANDCODE @1610660035788
{'$oid': '6000b8c4be37ce321363c6c4'},511111519713,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610660036398,False,TEST BRANDCODE @1610660036398
{'$oid': '60019b82be37ce4f17e558d2'},511111219736,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",test brand @1610718082493,False,TEST BRANDCODE @1610718082494
{'$oid': '585a973ee4b03e62d1ce0e97'},511111801474,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Tropicana Trop 50,False,
{'$oid': '552ecc9be4b02ff29f99b214'},511111702733,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5459429be4b0bfcb1e864082'}}",Valu Time,,
{'$oid': '580dffa7e4b0f32b2de21383'},511111201847,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",TGI Fridays,False,T.G.I. FRIDAY'S
{'$oid': '5a5d1d71e4b06ba572cf249c'},511111600350,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Cusquena,,CUSQUENA
{'$oid': '5fb6b6e1be37ce522e165cbb'},511111517399,Bread & Bakery,BREAD_AND_BAKERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Arnold ,False,ARNOLD
{'$oid': '57ebc188e4b0ac389136a343'},511111001997,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",McCafé,False,MC CAFE
{'$oid': '5afda307e4b03bf01c2a2966'},511111404514,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",O-Ke-Doke,False,O-KE-DOKE
{'$oid': '5fcda494be37ce688e08b0ce'},511111517955,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcda494be37ce688e08b0cb'}}",test brand @1607312532260,False,TEST BRANDCODE @1607312532260
{'$oid': '5da606c61dda2c3e1416ae87'},511111505648,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALKA SELTZER® ADULT HEARTBURN CHEWS/ GUMMY/ TAB,,ALKA SELTZER ADULT HEARTBURN CHEWS/ GUMMY/ TAB
{'$oid': '5f19e054be37ce33f74a1672'},511111615149,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e054be37ce33f74a166e'}}",test brand @1595531348450,,TEST BRANDCODE @1595531348450
{'$oid': '5f493dabbe37ce64d0ae36be'},511111816058,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",test brand @1598635435926,,TEST BRANDCODE @1598635435926
{'$oid': '5fd29590be37ce38bbbefb26'},511111018056,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",test brand @1607636368135,False,TEST BRANDCODE @1607636368136
{'$oid': '5f493d85be37ce64d0ae36b2'},511111416012,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493d85be37ce64d0ae36b1'}}",test brand @1598635397611,,
{'$oid': '58861c7f4e8d0d20bc42c4fb'},511111201281,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Quaker Oatmeal Squares,False,
{'$oid': '5dd59806a60b870fc613f7ca'},511111806387,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Oatmeal Crisp™ Cereal,,OATMEAL CRISP
{'$oid': '58861c7e4e8d0d20bc42c4e4'},511111101383,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Milwaukee's Best Light,,
{'$oid': '5ff3842abe37ce2c56dacbac'},511111818533,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842abe37ce2c56dacbab'}}",test brand @1609794602668,False,
{'$oid': '5ff3842bbe37ce2c56dacbaf'},511111518556,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",test brand @1609794603283,False,TEST BRANDCODE @1609794603283
{'$oid': '5ec2dd58be37ce5234ec36b9'},511111614630,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",Phillips'®Digestive,False,PHILLIPS'®DIGESTIVE
{'$oid': '6000b8c3be37ce321363c6c1'},511111919681,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c3be37ce321363c6bf'}}",test brand @1610660035741,False,TEST BRANDCODE @1610660035741
{'$oid': '6000b8c4be37ce321363c6c6'},511111719724,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c4be37ce321363c6c5'}}",test brand @1610660036852,False,
{'$oid': '5ff3842bbe37ce2c56dacbae'},511111018544,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",test brand @1609794603236,False,TEST BRANDCODE @1609794603237
{'$oid': '5ff3842bbe37ce2c56dacbb1'},511111218579,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",test brand @1609794603367,False,TEST BRANDCODE @1609794603367
{'$oid': '5ff3842bbe37ce2c56dacbb0'},511111718567,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",test brand @1609794603327,False,TEST BRANDCODE @1609794603327
{'$oid': '5ff3842bbe37ce2c56dacbb2'},511111418580,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1609794603941,False,TEST BRANDCODE @1609794603942
{'$oid': '5ff73cf9be37ce1e961f3257'},511111918592,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff73cf9be37ce1e961f3256'}}",test brand @1610038521409,False,TEST BRANDCODE @1610038521409
{'$oid': '60019b82be37ce4f17e558d3'},511111419747,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",test brand @1610718082601,False,TEST BRANDCODE @1610718082601
{'$oid': '60019b83be37ce4f17e558d6'},511111619772,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610718083279,False,TEST BRANDCODE @1610718083279
{'$oid': '60074261be37ce360be639f6'},511111319795,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60074260be37ce360be639f5'}}",test brand @1611088480964,False,
{'$oid': '60019b82be37ce4f17e558d5'},511111119760,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",test brand @1610718082685,False,TEST BRANDCODE @1610718082685
{'$oid': '60019b83be37ce4f17e558d8'},511111819783,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60019b83be37ce4f17e558d7'}}",test brand @1610718083421,False,
{'$oid': '60019b82be37ce4f17e558d4'},511111919759,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",test brand @1610718082644,False,TEST BRANDCODE @1610718082644
{'$oid': '5ff8b5febe37ce4a13986614'},511111319122,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5febe37ce4a13986613'}}",test brand @1610135038186,False,
{'$oid': '5ff8b5fcbe37ce4a13986612'},511111119111,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610135036684,False,TEST BRANDCODE @1610135036684
{'$oid': '5ffe2df8be37ce5e01754c20'},511111919193,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2df8be37ce5e01754c1f'}}",test brand @1610493432606,False,
{'$oid': '5ffe2e38be37ce5e01754c22'},511111519201,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2e38be37ce5e01754c21'}}",test brand @1610493496943,False,TEST BRANDCODE @1610493496943
{'$oid': '5ffe2ca1be37ce5e01754c0e'},511111219170,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610493089082,False,TEST BRANDCODE @1610493089082
{'$oid': '5ff8b5fbbe37ce4a13986610'},511111019091,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",test brand @1610135035614,False,TEST BRANDCODE @1610135035614
{'$oid': '5ffe2ce0be37ce5e01754c17'},511111419181,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ce0be37ce5e01754c16'}}",test brand @1610493152468,False,
{'$oid': '5ff8b5fbbe37ce4a13986611'},511111619109,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",test brand @1610135035679,False,TEST BRANDCODE @1610135035679
{'$oid': '5ff8b5fbbe37ce4a1398660f'},511111519089,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",test brand @1610135035546,False,TEST BRANDCODE @1610135035546
{'$oid': '5ffe2ca0be37ce5e01754c0a'},511111819134,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",test brand @1610493088286,False,TEST BRANDCODE @1610493088287
{'$oid': '5ffe2ca0be37ce5e01754c0c'},511111519157,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",test brand @1610493088459,False,TEST BRANDCODE @1610493088459
{'$oid': '5ffe2ca0be37ce5e01754c0b'},511111019145,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",test brand @1610493088421,False,TEST BRANDCODE @1610493088421
{'$oid': '5ffe2ca0be37ce5e01754c0d'},511111719168,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",test brand @1610493088494,False,TEST BRANDCODE @1610493088494
{'$oid': '5ff789d5be37ce786ba0f6a9'},511111819066,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789d5be37ce786ba0f6a8'}}",test brand @1610058197026,False,
{'$oid': '5ff789c5be37ce786ba0f6a6'},511111119043,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",test brand @1610058181760,False,TEST BRANDCODE @1610058181760
{'$oid': '5ff8b5fbbe37ce4a1398660e'},511111319078,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",test brand @1610135035331,False,TEST BRANDCODE @1610135035332
{'$oid': '5ff789c6be37ce786ba0f6a7'},511111619055,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610058182453,False,TEST BRANDCODE @1610058182453
{'$oid': '5ff789c5be37ce786ba0f6a4'},511111419020,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",test brand @1610058181682,False,TEST BRANDCODE @1610058181682
{'$oid': '5ff789c5be37ce786ba0f6a5'},511111919032,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",test brand @1610058181719,False,TEST BRANDCODE @1610058181719
{'$oid': '5dc07bee1dda2c0ad7da64ac'},511111906285,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Hershey's™ Cereal,,HERSHEYS CEREAL
{'$oid': '5f441280be37ce5dbe9b7c7f'},511111415787,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",test brand @1598296704728,,TEST BRANDCODE @1598296704728
{'$oid': '58861c7e4e8d0d20bc42c4f5'},511111701347,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Amp Energy,False,AMP
{'$oid': '5332f754e4b03c9a25efd112'},511111003755,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Fuze,,
{'$oid': '5d66d6a2a3a018093ab34727'},511111905318,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Eat This Not That Magazine,,511111905318
{'$oid': '592486bde410d61fcea3d120'},511111500940,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",AXE,False,AXE
{'$oid': '5f493dabbe37ce64d0ae36bc'},511111116035,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",test brand @1598635435855,,TEST BRANDCODE @1598635435855
{'$oid': '5fc54c0ebe37ce1911dbb3b6'},511111617907,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1606765582946,False,TEST BRANDCODE @1606765582946
{'$oid': '5332f712e4b03c9a25efd0f8'},511111503811,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f712e4b03c9a25efd0f9'}}",Kemps,,
{'$oid': '5332f70ae4b03c9a25efd0f4'},511111203834,Beverages,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Barmen,,
{'$oid': '5f7ba678be37ce23081c5297'},511111216933,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba678be37ce23081c5296'}}",test brand @1601939064752,,
{'$oid': '5c6d51d695144c607914426f'},511111806509,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5c6d516795144c607914426e'}}",alexa-o's,True,ALEXA-O'S
{'$oid': '5332f5f4e4b03c9a25efd0af'},511111904014,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Frosted Mini-Wheats,,
{'$oid': '5da607ef1dda2c3e1416ae89'},511111005704,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Bayer® ASPRIN TAB/ CAPS/ CHEWS,,511111005704
{'$oid': '5f99f720be37ce13da9eaded'},511111017172,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f720be37ce13da9eadec'}}",test brand @1603925792078,,
{'$oid': '5d6417dda3a018514994f42a'},511111805069,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",InStyle,,511111805069
{'$oid': '57e581dfe4b0ac389136a30e'},511111402244,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Steel Reserve,False,STEEL RESERVE
{'$oid': '5d603430a3a018514994f423'},511111904946,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Pop Works & Company Popcorn,,POP WORKS & COMPANY
{'$oid': '5a4d2489e4b0d5c3fd86b67a'},511111900498,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SABRITONES,,SABRITONES
{'$oid': '5d66def56d5f3b6188d4f052'},511111205456,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",TIME Special Edition Magazine,,511111205456
{'$oid': '5a5d1ef1e4b0db471c2d0426'},511111200314,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",SURE-JELL,False,SURE-JELL
{'$oid': '5a5d26c7e4b06ba572cf24a5'},511111500179,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Terrapin,,TERRAPIN
{'$oid': '588ba164e4b02187f85cdadf'},511111501053,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Smart Made,False,SMART MADE
{'$oid': '5f872bd4be37ce66db5dd983'},511111417057,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f872bd3be37ce66db5dd982'}}",test brand @1602694099888,,
{'$oid': '5d6415a26d5f3b23d1bc790b'},511111405023,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Coastal Living Magazine,,511111405023
{'$oid': '5a8c5ee7e4b07f0a2dac8948'},511111404231,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LOVE BEAUTY AND PLANET,False,LOVE BEAUTY AND PLANET
{'$oid': '5daf2a6b1dda2c3e1416ae91'},511111005865,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Protein One™,,PROTEIN ONE
{'$oid': '5332f753e4b03c9a25efd110'},511111203766,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Sugar Free NOS,,
{'$oid': '5d66e03f6d5f3b6188d4f054'},511111605492,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Yoga Journal Magazine,,511111605492
{'$oid': '5ea07e02be37ce3e45b6a781'},511111414551,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ea07defbe37ce3e45b6a780'}}",Show this Brand A,,
{'$oid': '585a9707e4b03e62d1ce0e90'},511111501541,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Smartfood Selects,,
{'$oid': '5f99f71bbe37ce13da9eade8'},511111617136,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",test brand @1603925787381,,TEST BRANDCODE @1603925787381
{'$oid': '57ebc02be4b0ac389136a339'},511111002086,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kool-Aid,False,KOOL-AID
{'$oid': '5332f5f5e4b03c9a25efd0b1'},511111203995,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Minute Maid,,
{'$oid': '5f7ba645be37ce23081c528b'},511111416890,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",test brand @1601939013241,,TEST BRANDCODE @1601939013241
{'$oid': '58861c7d4e8d0d20bc42c4d7'},511111401438,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Velveeta Shells,False,
{'$oid': '5332f7b5e4b03c9a25efd141'},511111803447,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Margaritaville,,
{'$oid': '5f403232be37ce5f78d9ed1b'},511111615705,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f403232be37ce5f78d9ed1a'}}",test brand @1598042674677,,
{'$oid': '5fb81ab9be37ce522e165cdc'},511111317715,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Absolut® Citron,False,ABSOLUT® CITRON
{'$oid': '5fb7fa35be37ce522e165cc9'},511111717522,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Avion® R44,False,AVION R44
{'$oid': '5332fa79e4b03c9a25efd227'},511111102984,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Caffeine-free Coca-Cola,,
{'$oid': '5fd2a0bfbe37ce49eb72c0f2'},511111418146,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",test brand @1607639231710,False,TEST BRANDCODE @1607639231710
{'$oid': '53501d2ab9237fd7718f9e1b'},511111902812,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53501d2ab9237fd7718f9e1a'}}",Screamin Sicilian,,
{'$oid': '5a5d239de4b0db471c2d042a'},511111900269,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Miller Fortune,,MILLER FORTUNE
{'$oid': '592486bee410d61fcea3d131'},511111900771,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LEVER 2000,False,LEVER 2000
{'$oid': '5da603a71dda2c3e1416ae82'},511111105558,Baby,BABY,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",A+D®,False,A+D
{'$oid': '5db3288aee7f2d6de4248977'},511111312949,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",Pull-Ups,True,PULLUPS
{'$oid': '5f5bc4f1be37ce17125ac0e7'},511111216582,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e6'}}",test brand @1599849713170,,
{'$oid': '5fc54c0abe37ce1911dbb3b2'},511111817864,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",test brand @1606765578434,False,TEST BRANDCODE @1606765578435
{'$oid': '5332f5fbe4b03c9a25efd0bb'},511111003960,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Mountain Dew,False,MOUNTAIN DEW
{'$oid': '57ebc12ce4b0ac389136a33c'},511111102052,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft Mayo,False,
{'$oid': '585a9720e4b03e62d1ce0e94'},511111101505,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Sun Chips,,SUN CHIPS
{'$oid': '5f4bf557be37ce0b4491554e'},511111716365,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598813527796,,TEST BRANDCODE @1598813527796
{'$oid': '592486bfe410d61fcea3d138'},511111800712,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",PURE LEAF Tea Leaves,False,PURE LEAF Tea Leaves
{'$oid': '5887a320e4b02187f85cdad8'},511111201120,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Corn Nuts,False,CORN NUTS
{'$oid': '57d95753e4b0ac389136a2b3'},511111702382,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Breakstone's,False,BREAKSTONE'S
{'$oid': '5a5d263ee4b06ba572cf24a4'},511111200192,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Sparks,False,SPARKS
{'$oid': '5f4a7a5dbe37ce2d95e65ca2'},511111316275,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a5bbe37ce2d95e65c9f'}}",test brand @1598716509357,,TEST BRANDCODE @1598716509358
{'$oid': '5887a143e4b02187f85cdad2'},511111301189,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Maxwell House,False,MAXWELL HOUSE
{'$oid': '5332f7b5e4b03c9a25efd142'},511111603436,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Beck's,,
{'$oid': '5f5bc4f2be37ce17125ac0ed'},511111516637,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1599849714378,,TEST BRANDCODE @1599849714378
{'$oid': '5f4a64e7be37ce17d23b317a'},511111716204,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",test brand @1598711015496,,TEST BRANDCODE @1598711015496
{'$oid': '5a5d2b20e4b0db471c2d0434'},511111800088,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",Continental,,CONTINENTAL SOUP
{'$oid': '5e3875f5ee7f2d697e835bcf'},511111213925,Beauty,,"{'$ref': 'Cogs', '$id': {'$oid': '5e28b81cee7f2d697e835bcd'}}",Garnier - Hair Color,,GARNIER - HAIR COLOR
{'$oid': '5ec2dc5fbe37ce5234ec36b8'},511111114628,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",AFRIN® NASAL SPRAY,False,AFRIN® NASAL SPRAY
{'$oid': '5daf4867a60b87376833e35f'},511111605980,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Goodbelly® Probiotics,,GOODBELLY
{'$oid': '592486bee410d61fcea3d134'},511111200758,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",NEXXUS,False,NEXXUS
{'$oid': '5a8c3226e4b07f0a2dac8942'},511111004127,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",V8,False,V8
{'$oid': '55b630a4e4b0d8e685c1421c'},511111502654,,,"{'$ref': 'Cpgs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Dr. Pepper,,
{'$oid': '5a5d2ac5e4b06ba572cf24a7'},511111300090,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Colman's,,COLMAN'S
{'$oid': '5a8c344ae4b0ccf165fac9e5'},511111704140,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Prego,False,PREGO
{'$oid': '5fc54c0bbe37ce1911dbb3b4'},511111517887,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",test brand @1606765578985,False,TEST BRANDCODE @1606765578985
{'$oid': '5e710e03ee7f2d0b35b2a194'},511111914105,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,"{'$ref': 'Cogs', '$id': {'$oid': '5e5ea9cc9c50da1291a6d074'}}",BRUMMEL & BROWN,,BRUMMEL & BROWN
